Time, Position (X), Position (Y), Position (Z), Orientation (X), Orientation (Y), Orientation (Z)
3.082225,0,-47.14115,1,0,1,0
3.092913,0,-47.14115,1,0,1,0
3.098651,0,-47.14115,1,0,1,0
3.104891,0,-47.75329,1,0,1,0
3.112626,0,-47.75329,1,0,1,0
3.117761,0,-47.75329,1,0,1,0
3.123676,0,-48.36936,1,0,1,0
3.129472,0,-48.36936,1,0,1,0
3.135254,0,-48.36936,1,0,1,0
3.141712,0,-48.98935,1,0,1,0
3.151443,0,-48.98935,1,0,1,0
3.157399,0,-48.98935,1,0,1,0
3.164175,0,-49.61327,1,0,1,0
3.172451,0,-49.61327,1,0,1,0
3.177268,0,-49.61327,1,0,1,0
3.184386,0,-50.2411,1,0,1,0
3.215411,0,-50.87287,1,0,1,0
3.226907,0,-51.50856,1,0,1,0
3.236728,0,-51.50856,1,0,1,0
3.24896,0,-52.14817,1,0,1,0
3.259274,0,-52.14817,1,0,1,0
3.265784,0,-52.7917,1,0,1,0
3.272906,0,-52.7917,1,0,1,0
3.279203,0,-52.7917,1,0,1,0
3.285469,0,-53.43916,1,0,1,0
3.292792,0,-53.43916,1,0,1,0
3.297831,0,-53.43916,1,0,1,0
3.303358,0,-54.09055,1,0,1,0
3.309708,0,-54.09055,1,0,1,0
3.315078,0,-54.09055,1,0,1,0
3.320332,0,-54.74585,1,0,1,0
3.326184,0,-54.74585,1,0,1,0
3.331872,0,-54.74585,1,0,1,0
3.337086,0,-54.74585,1,0,1,0
3.342752,0,-55.40509,1,0,1,0
3.348646,0,-55.40509,1,0,1,0
3.354191,0,-55.40509,1,0,1,0
3.357957,0,-55.40509,1,0,1,0
3.361863,0,-56.06824,1,0,1,0
3.367859,0,-56.06824,1,0,1,0
3.372076,0,-56.06824,1,0,1,0
3.376523,0,-56.06824,1,0,1,0
3.381783,0,-56.73532,1,0,1,0
3.389423,0,-56.73532,1,0,1,0
3.395534,0,-56.73532,1,0,1,0
3.40222,0,-57.40633,1,0,1,0
3.411638,0,-57.40633,1,0,1,0
3.422467,0,-58.08125,1,0,1,0
3.432141,0,-58.08125,1,0,1,0
3.437396,0,-58.08125,1,0,1,0
3.442322,0,-58.76011,1,0,1,0
3.449362,0,-58.76011,1,0,1,0
3.454271,0,-58.76011,1,0,1,0
3.458687,0,-58.76011,1,0,1,0
3.465493,0,-59.44288,1,0,1,0
3.471644,0,-59.44288,1,0,1,0
3.476667,0,-59.44288,1,0,1,0
3.482922,0,-60.12958,1,0,1,0
3.488674,0,-60.12958,1,0,1,0
3.493129,0,-60.12958,1,0,1,0
3.498412,0,-60.12958,1,0,1,0
3.503469,0,-60.82021,1,0,1,0
3.509461,0,-60.82021,1,0,1,0
3.514867,0,-60.82021,1,0,1,0
3.519847,0,-60.82021,1,0,1,0
3.52477,0,-61.51476,1,0,1,0
3.532215,0,-61.51476,1,0,1,0
3.537264,0,-61.51476,1,0,1,0
3.541445,0,-62.21323,1,0,1,0
3.547769,0,-62.21323,1,0,1,0
3.552537,0,-62.21323,1,0,1,0
3.556827,0,-62.21323,1,0,1,0
3.561946,0,-62.91562,1,0,1,0
3.567723,0,-62.91562,1,0,1,0
3.572261,0,-62.91562,1,0,1,0
3.577146,0,-62.91562,1,0,1,0
3.582352,0,-63.62194,1,0,1,0
3.588334,0,-63.62194,1,0,1,0
3.593535,0,-63.62194,1,0,1,0
3.59853,0,-63.62194,1,0,1,0
3.603065,0,-64.33218,1,0,1,0
3.608983,0,-64.33218,1,0,1,0
3.613577,0,-64.33218,1,0,1,0
3.617852,0,-64.33218,1,0,1,0
3.625441,0,-65.04635,1,0,1,0
3.633986,0,-65.04635,1,0,1,0
3.638731,0,-65.04635,1,0,1,0
3.643926,0,-65.76444,1,0,1,0
