Time, Position (X), Position (Y), Position (Z), Orientation (X), Orientation (Y), Orientation (Z)
15.71804,-0.1635791,-0.05151713,1.405977,0.4797648,0.7671595,-0.4016559
15.73212,-0.1623675,-0.05509353,1.408874,0.4773183,0.7649695,-0.4036582
15.7466,-0.1609654,-0.0584586,1.411787,0.4757863,0.7623252,-0.4056599
15.75988,-0.1593239,-0.06164292,1.414602,0.4735065,0.7608761,-0.4059389
15.77319,-0.1565605,-0.06483695,1.417834,0.4709984,0.7601066,-0.4034621
15.78757,-0.153755,-0.06802401,1.421246,0.4660209,0.7597501,-0.4012791
15.8018,-0.1493697,-0.07032114,1.425631,0.4537458,0.7613567,-0.3984981
15.81638,-0.1469374,-0.07320744,1.429691,0.4402454,0.7606879,-0.4001741
15.82917,-0.1439281,-0.07552701,1.433688,0.4322034,0.75884,-0.3998141
15.84347,-0.1409723,-0.07786569,1.437097,0.4270223,0.7562944,-0.3970128
15.85746,-0.1384969,-0.08009925,1.439639,0.420429,0.7550555,-0.3958058
